PMID,label,method
25205036,text mining,ATM or DNA-PKcs blockade
25177887,text mining,artificial neural network
25164187,other,artificial neural network
25159706,both,Bayesian Artificial Neural Network (BANN) algorithm
25122545,other,time series (TS) and artificial neural network (ANN)-based analyses
25119882,other,nonlinear autoregressive neural network (NARNN) model
25041000,text mining,Statistical
25004138,text mining,time series and artificial neural networks-based analyses
24989634,text mining,linear regression analysis
24893000,other,retrospective observations
24683409,other,back-error propagation artificial neural network
24674954,other,MLP method
24631783,text mining,cross-laboratory validations
24586344,other,self organizing maps
24521170,other,chemoinformatics and pharmacoepidemiology methods
24518019,both,Back-Propagation artificial neural network model
24516684,other,recurrent neural network model
24504331,other,nonlinear and time-frequency analyses
24492491,other,Optical chromatography
24471322,text mining,Bayesian confidence propagation neural network (BCPNN)
24471321,text mining,Proportion reporting ratio (PRR) and Bayesian confidence propagation neural network
24471319,other,proportional reporting ratio method
24471318,text mining,reporting rate ratio method
24471317,other,Bayesian confidence propagation neural network method
24392136,text mining,artificial neural network
24391730,other,machine learning algorithms
24387896,both,CPX responses
24376519,other,life-table method
24267559,text mining,monolayer neural network
24257173,other,emm typing and superantigens detecting method
24240104,text mining,artificial neural networks (ANNs) and standard ANOVA statistical analysis
24223232,other,generalized regression neural network
24206207,other,Artificial Neural Network
24186822,other,artificial neural network model
24010871,both,back propagation neural network
23940593,other,multivariable logistic regression
23934678,text mining,Logistic Regression (LR) and Neural Networks (NN) analyses
23930809,other,artificial neural network
23897635,both,Retrospective analysis using an artificial intelligence model
23737707,other,ANN) and logistic regression (LR) models
23700718,text mining,histomorphometry
23638635,both,generalized regression neural network model
23514791,text mining,Artificial neural networks
23493346,text mining,Reverse Phase Protein Microarray technology
23490369,text mining,traditional statistical technique
23367287,computer vision,computerized
25206598,other,Clementine 12.0 software
23290807,other,Back Propagation (BP) Neural Network Model
23159013,text mining,computational
23137563,text mining,"Univariate-, multivariate logistic with Cox regression- and neural network analyses"
23115005,text mining,immunohistochemistry
22952780,text mining,without biochemical parameters
22878787,text mining,logistic regression (LR) models
22874201,other,Artificial Neural Network
22814610,other,time-series analysis
22675726,other,Logistic Regression
22563399,text mining,a single dataset
22419795,text mining,Cox multivariate analysis
22414528,text mining,multi-feature vector
22352208,text mining,Artificial Neural Network
22246204,other,computerized texture analysis
22206960,text mining,cusp fusion
22102306,other,regression analysis
22126483,text mining,ANN model
22032317,text mining,Endoscopic database analysis
22023374,text mining,generalized multifactor dimensionality reduction (GMDR)
21916667,other,neural network model
21897761,other,data mining
21870102,text mining,high-throughput
21866645,other,training approximation
21854178,other,artificial neural networks
21729224,text mining,neural network analysis
21710134,text mining,prognostic tool
21701272,both,"classification trees, logistic regression, and artificial neural networks"
21585163,other,Artificial Neural Network
21548981,text mining,neural network based prediction methods
21508082,text mining,positive blood culture
21492664,other,artificial neural network
21477944,text mining,artificial neural network
21434310,other,Logistic regression analysis
21262751,other,network classification results
21181197,other,self-organizing map
21085871,other,backpropagation method
20972536,other,Multivariate analysis
20958936,text mining,blinded isolates
20950908,other,detailed interpretation
20820815,text mining,prospectively collected cohorts
20799588,other,fasting plasma glucose
20703665,other,statistical analyses
20657066,other,generalized regression neural network
20650778,other,Artificial Neural Network Toolbox of Matlab 7.0 software package
20642810,text mining,Genotyping was conducted using tag SNPs
20619697,other,leave-one-case-out validation method
20505678,other,artificial neural network
20464485,other,polychotomous logistic regression
20368195,text mining,easily available clinical variables
20332568,other,Artificial Neural Network
20193238,other,training the GRNN
20136650,other,Risk-stratification models
20068225,text mining,high-density SNP-array analysis
20066675,text mining,Bayesian neural network method
19965089,text mining,neural network (NN) approach
19919923,text mining,The effect of hip fracture type on successful rehabilitation is not well known
19783007,text mining,"pelvic lymph node dissection (PLND), and adjuvant hormonal blockade"
19778209,other,multiple linear regression
19621472,other,artificial neural network (ANN) model
19602982,other,selected a priori
19440961,text mining,binary logistic regression
19409817,other,Analytic
19365018,text mining,fluorescence in situ hybridization
19237446,other,neural network model
19179250,other,bootstrapping
19149790,text mining,artifical neural network
20380121,text mining,Levenberg-Marquardt method
19040050,other,ANN
18839719,text mining,retrospective analysis
18819544,other,"Kaplan-Meier product limit estimator, Cox and the neural network"
18686233,both,neural network
18598751,text mining,z-scoring method
18491675,text mining,artificial neural network (ANN) system
18451438,other,evolutionary computation
18445660,text mining,artificial neural network algorithm
18419664,other,neural network model
18342942,text mining,multivariate assessment
18309244,text mining,Artificial neural network model
18242967,other,orthogonal search rule extraction
18061245,other,Granger causality
18003235,other,LR
17893664,text mining,PCR
17721088,text mining,HIV V3-loop based
17688922,other,Reverse methodology using the MLP model on the referred patients
